Date,Hour,Minute,Permit Type,Spaces Left
2023-09-27,0,15,Gold Permit,26
2023-09-27,0,15,Gold Permit,236
2023-09-27,0,15,Gold Permit,229
2023-09-27,0,15,Orange Permit,198
2023-09-27,0,15,Purple Permit,25
2023-09-27,0,15,Purple Permit,9
2023-09-27,0,15,Pay-By-Space,136
2023-09-27,1,22,Gold Permit,26
2023-09-27,1,22,Gold Permit,236
2023-09-27,1,22,Gold Permit,232
2023-09-27,1,22,Orange Permit,199
2023-09-27,1,22,Purple Permit,25
2023-09-27,1,22,Purple Permit,9
2023-09-27,1,22,Pay-By-Space,137
2023-09-27,2,3,Gold Permit,27
2023-09-27,2,3,Gold Permit,236
2023-09-27,2,3,Gold Permit,232
2023-09-27,2,3,Orange Permit,199
2023-09-27,2,3,Purple Permit,25
2023-09-27,2,3,Purple Permit,9
2023-09-27,2,3,Pay-By-Space,138
2023-09-27,2,19,Gold Permit,27
2023-09-27,2,19,Gold Permit,236
2023-09-27,2,19,Gold Permit,232
2023-09-27,2,19,Orange Permit,199
2023-09-27,2,19,Purple Permit,25
2023-09-27,2,19,Purple Permit,9
2023-09-27,2,19,Pay-By-Space,138
2023-09-27,2,31,Gold Permit,27
2023-09-27,2,31,Gold Permit,236
2023-09-27,2,31,Gold Permit,232
2023-09-27,2,31,Orange Permit,199
2023-09-27,2,31,Purple Permit,25
2023-09-27,2,31,Purple Permit,9
2023-09-27,2,31,Pay-By-Space,138
2023-09-27,2,46,Gold Permit,240
2023-09-27,2,46,Gold Permit,236
2023-09-27,2,46,Gold Permit,232
2023-09-27,2,46,Orange Permit,199
2023-09-27,2,46,Purple Permit,26
2023-09-27,2,46,Purple Permit,9
2023-09-27,2,46,Pay-By-Space,138
2023-09-27,3,8,Gold Permit,240
2023-09-27,3,8,Gold Permit,236
2023-09-27,3,8,Gold Permit,232
2023-09-27,3,8,Orange Permit,199
2023-09-27,3,8,Purple Permit,26
2023-09-27,3,8,Purple Permit,9
2023-09-27,3,8,Pay-By-Space,138
2023-09-27,3,26,Gold Permit,240
2023-09-27,3,26,Gold Permit,236
2023-09-27,3,26,Gold Permit,232
2023-09-27,3,26,Orange Permit,199
2023-09-27,3,26,Purple Permit,26
2023-09-27,3,26,Purple Permit,9
2023-09-27,3,26,Pay-By-Space,138
2023-09-27,3,33,Gold Permit,240
2023-09-27,3,33,Gold Permit,236
2023-09-27,3,33,Gold Permit,232
2023-09-27,3,33,Orange Permit,199
2023-09-27,3,33,Purple Permit,26
2023-09-27,3,33,Purple Permit,9
2023-09-27,3,33,Pay-By-Space,138
2023-09-27,3,46,Gold Permit,240
2023-09-27,3,46,Gold Permit,236
2023-09-27,3,46,Gold Permit,232
2023-09-27,3,46,Orange Permit,199
2023-09-27,3,46,Purple Permit,26
2023-09-27,3,46,Purple Permit,9
2023-09-27,3,46,Pay-By-Space,138
2023-09-27,4,4,Gold Permit,240
2023-09-27,4,4,Gold Permit,236
2023-09-27,4,4,Gold Permit,232
2023-09-27,4,4,Orange Permit,199
2023-09-27,4,4,Purple Permit,26
2023-09-27,4,4,Purple Permit,9
2023-09-27,4,4,Pay-By-Space,138
2023-09-27,4,21,Gold Permit,240
2023-09-27,4,21,Gold Permit,236
2023-09-27,4,21,Gold Permit,232
2023-09-27,4,21,Orange Permit,199
2023-09-27,4,21,Purple Permit,25
2023-09-27,4,21,Purple Permit,9
2023-09-27,4,21,Pay-By-Space,138
2023-09-27,4,31,Gold Permit,240
2023-09-27,4,31,Gold Permit,236
2023-09-27,4,31,Gold Permit,232
2023-09-27,4,31,Orange Permit,199
2023-09-27,4,31,Purple Permit,25
2023-09-27,4,31,Purple Permit,9
2023-09-27,4,31,Pay-By-Space,138
2023-09-27,4,46,Gold Permit,240
2023-09-27,4,46,Gold Permit,236
2023-09-27,4,46,Gold Permit,232
2023-09-27,4,46,Orange Permit,199
2023-09-27,4,46,Purple Permit,26
2023-09-27,4,46,Purple Permit,9
2023-09-27,4,46,Pay-By-Space,138
2023-09-27,5,5,Gold Permit,240
2023-09-27,5,5,Gold Permit,236
2023-09-27,5,5,Gold Permit,232
2023-09-27,5,5,Orange Permit,199
2023-09-27,5,5,Purple Permit,26
2023-09-27,5,5,Purple Permit,9
2023-09-27,5,5,Pay-By-Space,138
2023-09-27,5,26,Gold Permit,240
2023-09-27,5,26,Gold Permit,236
2023-09-27,5,26,Gold Permit,232
2023-09-27,5,26,Orange Permit,199
2023-09-27,5,26,Purple Permit,26
2023-09-27,5,26,Purple Permit,9
2023-09-27,5,26,Pay-By-Space,138
2023-09-27,5,34,Gold Permit,240
2023-09-27,5,34,Gold Permit,236
2023-09-27,5,34,Gold Permit,232
2023-09-27,5,34,Orange Permit,199
2023-09-27,5,34,Purple Permit,26
2023-09-27,5,34,Purple Permit,9
2023-09-27,5,34,Pay-By-Space,138
2023-09-27,5,45,Gold Permit,240
2023-09-27,5,45,Gold Permit,236
2023-09-27,5,45,Gold Permit,232
2023-09-27,5,45,Orange Permit,199
2023-09-27,5,45,Purple Permit,26
2023-09-27,5,45,Purple Permit,9
2023-09-27,5,45,Pay-By-Space,138
2023-09-27,6,2,Gold Permit,240
2023-09-27,6,2,Gold Permit,236
2023-09-27,6,2,Gold Permit,230
2023-09-27,6,2,Orange Permit,199
2023-09-27,6,2,Purple Permit,26
2023-09-27,6,2,Purple Permit,9
2023-09-27,6,2,Pay-By-Space,138
2023-09-27,6,17,Gold Permit,240
2023-09-27,6,17,Gold Permit,236
2023-09-27,6,17,Gold Permit,229
2023-09-27,6,17,Orange Permit,198
2023-09-27,6,17,Purple Permit,26
2023-09-27,6,17,Purple Permit,9
2023-09-27,6,17,Pay-By-Space,138
2023-09-27,6,31,Gold Permit,240
2023-09-27,6,31,Gold Permit,236
2023-09-27,6,31,Gold Permit,229
2023-09-27,6,31,Orange Permit,198
2023-09-27,6,31,Purple Permit,26
2023-09-27,6,31,Purple Permit,9
2023-09-27,6,31,Pay-By-Space,138
2023-09-27,6,46,Gold Permit,240
2023-09-27,6,46,Gold Permit,235
2023-09-27,6,46,Gold Permit,228
2023-09-27,6,46,Orange Permit,198
2023-09-27,6,46,Purple Permit,26
2023-09-27,6,46,Purple Permit,9
2023-09-27,6,46,Pay-By-Space,138
2023-09-27,7,10,Gold Permit,240
2023-09-27,7,10,Gold Permit,235
2023-09-27,7,10,Gold Permit,226
2023-09-27,7,10,Orange Permit,196
2023-09-27,7,10,Purple Permit,26
2023-09-27,7,10,Purple Permit,8
2023-09-27,7,10,Pay-By-Space,138
2023-09-27,7,40,Gold Permit,240
2023-09-27,7,40,Gold Permit,234
2023-09-27,7,40,Gold Permit,211
2023-09-27,7,40,Orange Permit,188
2023-09-27,7,40,Purple Permit,26
2023-09-27,7,40,Purple Permit,6
2023-09-27,7,40,Pay-By-Space,137
2023-09-27,7,56,Gold Permit,239
2023-09-27,7,56,Gold Permit,233
