Date,Hour,Minute,Permit Type,Spaces Left
2023-09-26,12,7,Gold Permit,0
2023-09-26,12,7,Gold Permit,0
2023-09-26,12,7,Gold Permit,0
2023-09-26,12,7,Orange Permit,0
2023-09-26,12,7,Orange Permit,0
2023-09-26,12,7,Purple Permit,0
2023-09-26,12,7,Pay-By-Space,8
2023-09-26,12,24,Gold Permit,0
2023-09-26,12,24,Gold Permit,0
2023-09-26,12,24,Gold Permit,0
2023-09-26,12,24,Orange Permit,1
2023-09-26,12,24,Orange Permit,0
2023-09-26,12,24,Purple Permit,0
2023-09-26,12,24,Pay-By-Space,12
2023-09-26,15,17,Gold Permit,21
2023-09-26,15,17,Gold Permit,9
2023-09-26,15,17,Gold Permit,0
2023-09-26,15,17,Orange Permit,24
2023-09-26,15,17,Orange Permit,11
2023-09-26,15,17,Purple Permit,6
2023-09-26,15,17,Pay-By-Space,10
2023-09-26,16,14,Gold Permit,57
2023-09-26,16,14,Gold Permit,14
2023-09-26,16,14,Gold Permit,0
2023-09-26,16,14,Orange Permit,50
2023-09-26,16,14,Orange Permit,12
2023-09-26,16,14,Purple Permit,11
2023-09-26,16,14,Pay-By-Space,13
2023-09-26,17,15,Gold Permit,84
2023-09-26,17,15,Gold Permit,46
2023-09-26,17,15,Gold Permit,0
2023-09-26,17,15,Orange Permit,78
2023-09-26,17,15,Orange Permit,40
2023-09-26,17,15,Purple Permit,21
2023-09-26,17,15,Pay-By-Space,14
2023-09-26,18,16,Gold Permit,109
2023-09-26,18,16,Gold Permit,88
2023-09-26,18,16,Gold Permit,0
2023-09-26,18,16,Orange Permit,109
2023-09-26,18,16,Orange Permit,54
2023-09-26,18,16,Purple Permit,23
2023-09-26,18,16,Pay-By-Space,12
2023-09-26,20,13,Gold Permit,146
2023-09-26,20,13,Gold Permit,127
2023-09-26,20,13,Gold Permit,0
2023-09-26,20,13,Orange Permit,140
2023-09-26,20,13,Orange Permit,75
2023-09-26,20,13,Purple Permit,30
2023-09-26,20,13,Pay-By-Space,17
2023-09-26,21,23,Gold Permit,160
2023-09-26,21,23,Gold Permit,148
2023-09-26,21,23,Gold Permit,2
2023-09-26,21,23,Orange Permit,152
2023-09-26,21,23,Orange Permit,88
2023-09-26,21,23,Purple Permit,32
2023-09-26,21,23,Pay-By-Space,28
2023-09-26,22,17,Gold Permit,165
2023-09-26,22,17,Gold Permit,164
2023-09-26,22,17,Gold Permit,6
2023-09-26,22,17,Orange Permit,156
2023-09-26,22,17,Orange Permit,104
2023-09-26,22,17,Purple Permit,31
2023-09-26,22,17,Pay-By-Space,40
2023-09-26,23,19,Gold Permit,165
2023-09-26,23,19,Gold Permit,167
2023-09-26,23,19,Gold Permit,6
2023-09-26,23,19,Orange Permit,157
2023-09-26,23,19,Orange Permit,106
2023-09-26,23,19,Purple Permit,31
2023-09-26,23,19,Pay-By-Space,41
2023-10-03,0,7,Gold Permit,162
2023-10-03,0,7,Gold Permit,165
2023-10-03,0,7,Gold Permit,6
2023-10-03,0,7,Orange Permit,158
2023-10-03,0,7,Orange Permit,110
2023-10-03,0,7,Purple Permit,34
2023-10-03,0,7,Pay-By-Space,39
2023-10-03,0,24,Gold Permit,162
2023-10-03,0,24,Gold Permit,166
2023-10-03,0,24,Gold Permit,6
2023-10-03,0,24,Orange Permit,158
2023-10-03,0,24,Orange Permit,110
2023-10-03,0,24,Purple Permit,35
2023-10-03,0,24,Pay-By-Space,39
2023-10-03,0,32,Gold Permit,162
2023-10-03,0,32,Gold Permit,166
2023-10-03,0,32,Gold Permit,6
2023-10-03,0,32,Orange Permit,158
2023-10-03,0,32,Orange Permit,110
2023-10-03,0,32,Purple Permit,35
2023-10-03,0,32,Pay-By-Space,39
2023-10-03,0,47,Gold Permit,162
2023-10-03,0,47,Gold Permit,166
2023-10-03,0,47,Gold Permit,6
2023-10-03,0,47,Orange Permit,158
2023-10-03,0,47,Orange Permit,110
2023-10-03,0,47,Purple Permit,35
2023-10-03,0,47,Pay-By-Space,40
2023-10-03,1,10,Gold Permit,162
2023-10-03,1,10,Gold Permit,166
2023-10-03,1,10,Gold Permit,6
2023-10-03,1,10,Orange Permit,158
2023-10-03,1,10,Orange Permit,110
2023-10-03,1,10,Purple Permit,35
