Date,Hour,Minute,Permit Type,Spaces Left
2023-09-26,12,7,Gold Permit,157
2023-09-26,12,7,Gold Permit,8
2023-09-26,12,7,Gold Permit,24
2023-09-26,12,7,Orange Permit,57
2023-09-26,12,7,Purple Permit,15
2023-09-26,12,7,Purple Permit,2
2023-09-26,12,7,Pay-By-Space,86
2023-09-26,12,24,Gold Permit,151
2023-09-26,12,24,Gold Permit,11
2023-09-26,12,24,Gold Permit,25
2023-09-26,12,24,Orange Permit,55
2023-09-26,12,24,Purple Permit,16
2023-09-26,12,24,Purple Permit,0
2023-09-26,12,24,Pay-By-Space,84
2023-09-26,15,17,Gold Permit,112
2023-09-26,15,17,Gold Permit,34
2023-09-26,15,17,Gold Permit,44
2023-09-26,15,17,Orange Permit,40
2023-09-26,15,17,Purple Permit,14
2023-09-26,15,17,Purple Permit,2
2023-09-26,15,17,Pay-By-Space,100
2023-09-26,16,14,Gold Permit,117
2023-09-26,16,14,Gold Permit,57
2023-09-26,16,14,Gold Permit,44
2023-09-26,16,14,Orange Permit,65
2023-09-26,16,14,Purple Permit,13
2023-09-26,16,14,Purple Permit,2
2023-09-26,16,14,Pay-By-Space,94
2023-09-26,17,15,Gold Permit,125
2023-09-26,17,15,Gold Permit,84
2023-09-26,17,15,Gold Permit,65
2023-09-26,17,15,Orange Permit,96
2023-09-26,17,15,Purple Permit,16
2023-09-26,17,15,Purple Permit,3
2023-09-26,17,15,Pay-By-Space,96
2023-09-26,18,16,Gold Permit,133
2023-09-26,18,16,Gold Permit,121
2023-09-26,18,16,Gold Permit,93
2023-09-26,18,16,Orange Permit,112
2023-09-26,18,16,Purple Permit,19
2023-09-26,18,16,Purple Permit,3
2023-09-26,18,16,Pay-By-Space,97
2023-09-26,20,13,Gold Permit,131
2023-09-26,20,13,Gold Permit,181
2023-09-26,20,13,Gold Permit,148
2023-09-26,20,13,Orange Permit,163
2023-09-26,20,13,Purple Permit,24
2023-09-26,20,13,Purple Permit,8
2023-09-26,20,13,Pay-By-Space,111
